Dizi_Linkleri
"/wiki/Ka%C3%A7aklar_(dizi,_1970)"
/wiki/Sokak_%C5%9Eark%C4%B1c%C4%B1lar%C4%B1_(dizi)
/wiki/Y%C4%B1lk%C4%B1_At%C4%B1_(dizi)
"/wiki/Doktorlar_(dizi,_1989)"
/wiki/Ge%C3%A7mi%C5%9F_Bahar_Mimozalar%C4%B1
/wiki/Kanun_Sava%C5%9F%C3%A7%C4%B1lar%C4%B1
/wiki/Ah_Ana
/wiki/Gen%C3%A7ler_(dizi)
"/wiki/Han%C4%B1m%C4%B1n_%C3%87iftli%C4%9Fi_(dizi,_1990)"
/wiki/Kuruntu_Ailesi
/wiki/%C3%96yle_Bir_%C5%9Eey_ki
/wiki/T%C3%BCrkmen_D%C3%BC%C4%9F%C3%BCn%C3%BC
"/wiki/Yuva_(dizi,_1990)"
/wiki/Ben_Olsayd%C4%B1m_(dizi)
/wiki/Demirk%C4%B1rat
/wiki/Kar%C4%B1%C5%9F%C4%B1k_%C4%B0%C5%9F
/wiki/U%C4%9Furlugiller
/wiki/Aysar%C4%B1n%C4%B1n_Zilleri
"/wiki/Fatih_Harbiye_(dizi,_1992)"
/wiki/G%C3%BClen_Ayva_A%C4%9Flayan_Nar
/wiki/Kahraman_Damat
/wiki/K%C4%B1zlar_Yurdu
/wiki/Kimse_Durduramaz
"/wiki/Metamorfoz_(dizi,_1992)"
/wiki/Savc%C4%B1_(dizi)
/wiki/Sayg%C4%B1lar_Bizden
/wiki/Ta%C5%9Flar%C4%B1n_S%C4%B1rr%C4%B1
/wiki/%C4%B0ki_K%C4%B1zkarde%C5%9F
/wiki/Portatif_H%C3%BCseyin
/wiki/Tatl%C4%B1_Bet%C3%BC%C5%9F_(dizi)
/wiki/Umut_Taksi
/wiki/12_Mart:_%C4%B0htilalin_Pen%C3%A7esinde_Demokrasi
/wiki/155_Polis_%C4%B0mdat_(Dizi)
/wiki/Artist_Palas
/wiki/Aziz_Ahmet
/wiki/Bay_Kamber
/wiki/Bir_A%C5%9Fk_U%C4%9Fruna_(dizi)
/wiki/E%C5%9Fref_Saati
/wiki/Ge%C3%A7mi%C5%9Fin_%C4%B0zleri
/wiki/K%C4%B1zlar_S%C4%B1n%C4%B1f%C4%B1
/wiki/Kurtulu%C5%9F_(dizi)
/wiki/Sevgi_Oyunu
/wiki/Sevginin_G%C3%BCc%C3%BC_(dizi)
/wiki/Sihirli_Safiye
/wiki/%C5%9Eaban_Askerde
/wiki/Zapping_Ailesi
/wiki/Bo%C5%9Fgezen_ve_Kalfas%C4%B1
/wiki/F%C4%B1r%C4%B1ldak_Nuri
/wiki/G%C3%BCl_ve_Diken
/wiki/%C4%B0z_Pe%C5%9Finde_(dizi)
/wiki/Zirvedekiler
/wiki/G%C3%B6zlerinde_Son_Gece
/wiki/H%C3%BCsn%C3%BC_Bey_Amca
/wiki/Mirasyediler_(dizi)
/wiki/O%C4%9Flum_Adam_Olacak
/wiki/S%C3%BCper_Baba_(dizi)
/wiki/%C5%9Eaban_ile_%C5%9Eirin
/wiki/%C5%9Eehnaz_Tango
/wiki/12_Eyl%C3%BCl_(belgesel)
"/wiki/Bizim_Ev_(dizi,_1995)"
/wiki/Bizim_Kuruntu_Ailesi
/wiki/Can%C4%B1s%C4%B1_(dizi)
/wiki/%C3%87arli
/wiki/F%C4%B1rat_(dizi)
/wiki/F%C4%B1rt%C4%B1nalar
/wiki/%C4%B0tilmi%C5%9F_ve_Kak%C4%B1lm%C4%B1%C5%9F
/wiki/Kayg%C4%B1s%C4%B1zlar_(dizi)
"/wiki/Utanmaz_Adam_(TV_dizisi,_1998)"
/wiki/Yazl%C4%B1k%C3%A7%C4%B1lar
/wiki/Yerim_Seni
/wiki/Eltiler
/wiki/Ferhunde_Han%C4%B1mlar
/wiki/S%C4%B1r_Dosyas%C4%B1
/wiki/Ay%C5%9Fecik_(dizi)
/wiki/B%C3%BCc%C3%BCr_Cad%C4%B1
/wiki/Eyvah_Babam
/wiki/Gurbet%C3%A7iler
/wiki/Kara_Melek
/wiki/Karakolda_Ayna_Var
/wiki/K%C3%BC%C3%A7%C3%BCk_%C4%B0bo
/wiki/Marziye
/wiki/S%C4%B1cak_Saatler
/wiki/S%C4%B1r%C4%B1ls%C4%B1klam_(dizi)
/wiki/Zehirli_%C3%87i%C3%A7ek_(dizi)
/wiki/Baba_Evi_(dizi)
/wiki/Benim_%C4%B0%C3%A7in_A%C4%9Flama
/wiki/Bir_Filiz_Vard%C4%B1_(dizi)
/wiki/Bizim_Mahalle_(dizi)
/wiki/%C3%87%C4%B1lg%C4%B1n_Bedi%C5%9F_(dizi)
"/wiki/Dedem,_Gofret_ve_Ben"
/wiki/Eyvah_K%C4%B1z%C4%B1m_B%C3%BCy%C3%BCd%C3%BC
/wiki/G%C3%BCnayd%C4%B1n_%C4%B0stanbul_Karde%C5%9F
/wiki/%C4%B0kinci_Bahar_(dizi)
/wiki/Karanl%C4%B1kta_Ko%C5%9Fanlar
/wiki/K%C3%BC%C3%A7%C3%BCk_Besleme
/wiki/%C3%96r%C3%BCmcek_(dizi)
/wiki/%C3%96zall%C4%B1_Y%C4%B1llar
/wiki/Ruhsar
/wiki/%C5%9Ea%C5%9F%C4%B1felek_%C3%87%C4%B1kmaz%C4%B1
/wiki/Tatl%C4%B1_Ka%C3%A7%C4%B1klar
/wiki/Vay_Anam_Vay
/wiki/Aynal%C4%B1_Tahir
/wiki/Bayanlar_Baylar
/wiki/Bizimkiler_(dizi)
/wiki/Dad%C4%B1_(dizi)
/wiki/Deli_Y%C3%BCrek
/wiki/Efsane_(dizi)
/wiki/Kader_Ay%C4%B1rsa_Bile
/wiki/Karao%C4%9Flan_(dizi)
/wiki/Mahallenin_Muhtarlar%C4%B1
/wiki/Yeditepe_%C4%B0stanbul
/wiki/Y%C4%B1lan_Hik%C3%A2yesi
/wiki/Asmal%C4%B1_Konak
/wiki/B%C3%B6yle_mi_Olacakt%C4%B1
/wiki/B%C3%BCy%C3%BCm%C3%BC%C5%9F_de_K%C3%BC%C3%A7%C3%BClm%C3%BC%C5%9F
/wiki/%C3%87i%C3%A7ek_Taksi
/wiki/Esir_%C5%9Eehrin_%C4%B0nsanlar%C4%B1_(dizi)
/wiki/G%C3%BClbeyaz
