Title,Header,Data
Farklı Desenler,Resim formatı,576i  ( 16:9 SDTV ) 1080i  ( HDTV )
Farklı Desenler,Ses formatı,Stereo
Farklı Desenler,Yayın tarihi,19 Ekim 2010 - 7 Temmuz 2013
Farklı Desenler,Durumu,Sona erdi
Fatih,Format,Televizyon dizisi
Fatih,Tür,Drama Tarihî
Fatih,Senarist,Pınar Uysal Funda Çetin
Fatih,Yönetmen,Merve Girgin Faruk Teber
Fatih,Başrol,Mehmet Âkif Alakurt Gamze Özçelik Seda Akman Dağhan Külegeç Hande Soral Birkan Sokullu Salih Bademci Müjde Uzman İbrahim Selim Furkan Şentürk
Fatih,Ülke,Türkiye
Fatih,Dili,Türkçe
Fatih,Sezon sayısı,1
Fatih,Bölüm sayısı,5
Fatih,Yapımcı,Fatih Aksoy
Fatih,Kurgucu,Engin Öztürk
Fatih,Mekân,İstanbul
Fatih,Yapım  şirketi,Medyapım
Fatih,Kanal,Kanal D  ( HD )
Fatih,Resim formatı,576i  ( 16:9 SDTV ) 1080i  ( HDTV )
Fatih,Ses formatı,Stereo
Fatih,Yayın tarihi,30 Eylül 2013 - 4 Kasım 2013
Fatih,Durumu,Yayından kaldırıldı
Güzel Çirkin,Format,Televizyon dizisi
Güzel Çirkin,Tür,Polisiye Macera Suç Komedi Gizem
Güzel Çirkin,Senarist,Rüya İşçileri
Güzel Çirkin,Yönetmen,Kemal Uzun
Güzel Çirkin,Başrol,Naz Elmas Ali Sunal Cahit Gök Mihriban Er Ali İpin Nazan Diper Mehmet Çevik Pamir Pekin Gözde Türkpençe Kamil Güler
Güzel Çirkin,Ülke,Türkiye
Güzel Çirkin,Dili,Türkçe
Güzel Çirkin,Sezon sayısı,1
Güzel Çirkin,Bölüm sayısı,13 ( bölümleri listesi )
Güzel Çirkin,Yapımcı,İlker İnanoğlu
Güzel Çirkin,Mekân,İstanbul
Güzel Çirkin,Görüntü yönetmeni,İlkay Işık
Güzel Çirkin,Gösterim süresi,90 dakika
Güzel Çirkin,Yapım  şirketi,Erler Film
Güzel Çirkin,Kanal,Kanal D  ( HD )
Güzel Çirkin,Resim formatı,576i  ( SDTV ) 1080i  ( HDTV )
Güzel Çirkin,Ses formatı,Stereo
Güzel Çirkin,Yayın tarihi,1 Temmuz 2013 - 23 Eylül 2013
Güzel Çirkin,Durumu,Sona erdi
Harem,Format,Televizyon dizisi
Harem,Tür,Sitcom
Harem,Geliştiren,Gani Müjde
Harem,Senarist,Gani Müjde
Harem,Yönetmen,Süleyman Seçik
Harem,Başrol,Levent Üzümcü Nurseli İdiz Belma Canciğer Başak Sayan Çiçek Dilligil Duygu Şen Zuhal Yalçın Önder Açıkbaş Mehmet Ali Erbil Serhan Arslan Gamze Karaman Ömür Özdemir Hande Katipoğlu
Harem,Ülke,Türkiye
Harem,Dili,Türkçe
Harem,Sezon sayısı,1
Harem,Bölüm sayısı,32
Harem,Yapımcı,Gani Müjde
Harem,Mekân,İstanbul
Harem,Gösterim süresi,90 dakika
Harem,Yapım  şirketi,Tükenmezkalem Film
Harem,Kanal,FOX  ( HD )
Harem,Resim formatı,480i  ( 16:9 SDTV ) 720p  ( 16:9 HDTV )
Harem,Ses formatı,Stereo
Harem,Yayın tarihi,30 Eylül 2012  ( 2012-09-30 )  -  17 Haziran 2013  ( 2013-06-17 )
Harem,Durumu,Sona erdi
Hayat Devam Ediyor,Format,Televizyon dizisi
Hayat Devam Ediyor,Tür,Dram
Hayat Devam Ediyor,Senarist,Bekir Baran Sıtkı Esen Ali Bilen Işın Yavuz Özvarna Neşe Cehiz Pervin Okur [1]
Hayat Devam Ediyor,Öykü,Mahsun Kırmızıgül
Hayat Devam Ediyor,Yönetmen,Cemal Şan Mahsun Kırmızıgül Yıldız Hülya Bilban Levent Türkan
Hayat Devam Ediyor,Başrol,Fikret Kuşkan Arif Erkin Güzelbeyoğlu Meltem Miraloğlu Şenay Gürler Rozet Hubeş Onur Tuna Neslihan Atagül Rana Cabbar Sera Tokdemir Serkan Şenalp Ali Barkın Çağla Şimşek
Hayat Devam Ediyor,Tema müziği bestecisi,Yıldıray Gürgen
Hayat Devam Ediyor,Besteci,Mahsun Kırmızıgül
Hayat Devam Ediyor,Ülke,Türkiye
Hayat Devam Ediyor,Dili,Türkçe
Hayat Devam Ediyor,Sezon sayısı,2
Hayat Devam Ediyor,Bölüm sayısı,46 ( bölümleri listesi )
Hayat Devam Ediyor,Yapımcı,Murat Tokat [2]
Hayat Devam Ediyor,Mekân,"Avanos ,  Ürgüp , Kapadokya ,  Nevşehir Tekirdağ [3]"
Hayat Devam Ediyor,Görüntü yönetmeni,Alper Derli Yüksel Varol Bahadır Eren Erhan Makar (2. Ekip Görüntü Yönetmeni)
Hayat Devam Ediyor,Kamera,Emrah İnalcık (Kamera Asistanı) Abdullah Can Alkaçır (Kamera Asistanı) Enver Ferihat (1. Kamera Asistanı) Tuncay Başpınar (Kameraman) Ozan Saltık (Focus Puller) Müslüm Şahin (Focus Puller) Cengiz Karakaya (Jimmy-Jib) Metin Yıldırım (Set Fotoğrafları) Mete Akyol (Jimmy-Jib Asistanı) Doruk Can (D.I.T. Operatörü)
Hayat Devam Ediyor,Gösterim süresi,120 dakika
Hayat Devam Ediyor,Yapım  şirketi,Boyut Film
Hayat Devam Ediyor,Kanal,atv  (2011-2013)
Hayat Devam Ediyor,Resim formatı,576i  ( 16:9 SDTV ) 1080i  ( HDTV )
Hayat Devam Ediyor,Ses formatı,Stereo
Hayat Devam Ediyor,Yayın tarihi,18 Kasım 2011 - 20 Ocak 2013
Hayat Devam Ediyor,Durumu,Sona erdi
Her Şey Yolunda,Format,Televizyon dizisi
Her Şey Yolunda,Tür,Polisiye Komedi
Her Şey Yolunda,Senarist,Caner Güler
Her Şey Yolunda,Yönetmen,Ömer Uğur
Her Şey Yolunda,Başrol,İpek Tuzcuoğlu Bülent Alkış Aslıhan Güner Burçin Abdullah Bora Akkaş Gökhan Alkan Aykut Taşkın Berk Atan Arzu Oruç Barış Çelikkol Emre Büyükpınar Ferzan Hekimoğlu Melisa Toros Cezmi Baskın Murat Akkoyunlu Tuğçe Kurşunluoğlu
Her Şey Yolunda,Ülke,Türkiye
Her Şey Yolunda,Dili,Türkçe
Her Şey Yolunda,Sezon sayısı,1
Her Şey Yolunda,Bölüm sayısı,23 ( bölümleri listesi )
Her Şey Yolunda,Yapımcı,Hayri Aslan
Her Şey Yolunda,Mekân,İstanbul
Her Şey Yolunda,Gösterim süresi,100 dakika
Her Şey Yolunda,Yapım  şirketi,Limon Film
Her Şey Yolunda,Kanal,Show TV  ( HD )
Her Şey Yolunda,Resim formatı,576i  ( 16:9 SDTV ) 1080i  ( HDTV )
Her Şey Yolunda,Ses formatı,Stereo
Her Şey Yolunda,Yayın tarihi,9 Nisan 2013 - 29 Eylül 2013
Her Şey Yolunda,Durumu,Sona erdi.
Her Şey Yolunda,Önce gelen,Herşey Yolunda Merkez  (2013)
İşler Güçler,Format,Televizyon dizisi
İşler Güçler,Tür,Komedi
İşler Güçler,Senarist,Selçuk Aydemir Osman Edip Tekin Onay Durgun
İşler Güçler,Yönetmen,Selçuk Aydemir
İşler Güçler,Başrol,Ahmet Kural Murat Cemcir Sadi Celil Cengiz
İşler Güçler,Tema müziği bestecisi,Tolga Çebi
İşler Güçler,Açılış müziği,Tolga Çebi -  Peh Peh Peh
İşler Güçler,Ülke,Türkiye
İşler Güçler,Dili,Türkçe
İşler Güçler,Sezon sayısı,1
İşler Güçler,Bölüm sayısı,41 ( bölümleri listesi )
İşler Güçler,Yapımcı,Hayri Aslan
İşler Güçler,Kurgucu,Aykut Yıldırım
İşler Güçler,Mekân,İstanbul
İşler Güçler,Görüntü yönetmeni,Özgür Polat Ömer Yılmaz
İşler Güçler,Gösterim süresi,75 dakika
İşler Güçler,Yapım  şirketi,Limon Film
İşler Güçler,Kanal,Star TV  ( HD )
İşler Güçler,Resim formatı,576i  ( 16:9 SDTV ) 1080i  ( HDTV )
İşler Güçler,Ses formatı,Stereo
İşler Güçler,Yayın tarihi,28 Haziran 2012 - 4 Haziran 2013
İşler Güçler,Durumu,Sona erdi
Kanıt,Format,Televizyon dizisi
Kanıt,Tür,Polisiye
Kanıt,Senarist,Ahmet Saatçioğlu
Kanıt,Yönetmen,Biray Dalkıran
Kanıt,Yaratıcı  yönetmen(ler),Abdullah Oğuz
Kanıt,Başrol,Sevil Atasoy Engin Benli Deniz Celiloğlu Tolga Karel
Kanıt,Besteci,Cenk Günhan Şanlıoğlu
Kanıt,Ülke,Türkiye
Kanıt,Dili,Türkçe
Kanıt,Sezon sayısı,3
Kanıt,Bölüm sayısı,100 ( bölümleri listesi )
Kanıt,Yapımcı,Abdullah Oğuz
Kanıt,Mekân,İstanbul
Kanıt,Gösterim süresi,75 dakika
Kanıt,Yapım  şirketi,ANS Productions
Kanıt,Kanal,Kanal D  ( HD )
Kanıt,Resim formatı,480i  ( SDTV ) 1080i  ( HDTV )
Kanıt,Ses formatı,Stereo
Kanıt,Yayın tarihi,8 Temmuz 2010 - 3 Şubat 2013
Kanıt,Durumu,Sona erdi
Kanıt,Sonra gelen,Kanıt: Ateş Üstünde  (2016)
Kayıp Şehir,Format,Televizyon dizisi
Kayıp Şehir,Tür,Dram Gerilim
Kayıp Şehir,Proje tasarımcısı,İrfan Şahin
Kayıp Şehir,Senarist,Yıldırım Türker Murat Uyurkulak Seray Şahiner Tuğrul Eryılmaz
Kayıp Şehir,Yönetmen,Cevdet Mercan Osman Taşcı
Kayıp Şehir,Başrol,Gökçe Bahadır Nik Xhelilaj İlker Kaleli Nazan Kesal Uğur Polat Cansu Tosun Tugay Mercan Ahmet Mekin Ayta Sözeri
Kayıp Şehir,Besteci,Sezen Aksu
Kayıp Şehir,Ülke,Türkiye
Kayıp Şehir,Dili,Türkçe
Kayıp Şehir,Sezon sayısı,1
Kayıp Şehir,Bölüm sayısı,26
Kayıp Şehir,Yapımcı,Ayşe Durmaz
Kayıp Şehir,Mekân,İstanbul
Kayıp Şehir,Gösterim süresi,120 dakika
Kayıp Şehir,Yapım  şirketi,D Productions
Kayıp Şehir,Kanal,Kanal D  ( HD ) (2012-2013)
Kayıp Şehir,Resim formatı,576i  ( SDTV ) 1080i  ( HDTV )
Kayıp Şehir,Ses formatı,Stereo
Kayıp Şehir,Yayın tarihi,14 Eylül 2012 - 25 Mart 2013
Kayıp Şehir,Durumu,Sona erdi
Kuzey Güney,Format,Televizyon dizisi
Kuzey Güney,Tür,Aksiyon Dram Polisiye
Kuzey Güney,Senarist,Ece Yörenç Melek Gençoğlu
Kuzey Güney,Yönetmen,Mehmet Ada Öztekin Hilal Saral
Kuzey Güney,Başrol,Kıvanç Tatlıtuğ Buğra Gülsoy Öykü Karayel
Kuzey Güney,Besteci,Toygar Işıklı
Kuzey Güney,Ülke,Türkiye
Kuzey Güney,Dili,Türkçe
Kuzey Güney,Sezon sayısı,2
Kuzey Güney,Bölüm sayısı,80 ( bölümleri listesi )
Kuzey Güney,Yapımcı,Kerem Çatay
Kuzey Güney,Mekân,İstanbul
Kuzey Güney,Gösterim süresi,90 dakika
Kuzey Güney,Yapım  şirketi,Ay Yapım
Kuzey Güney,Kanal,Kanal D  ( HD )
Kuzey Güney,Resim formatı,576i  ( 16:9 SDTV ) 1080i  ( HDTV )
Kuzey Güney,Ses formatı,Stereo
Kuzey Güney,Yayın tarihi,7 Eylül 2011 - 26 Haziran 2013
Kuzey Güney,Durumu,Sona erdi
Merhaba Hayat,Format,Televizyon dizisi
Merhaba Hayat,Tür,Medikal Drama
Merhaba Hayat,Yönetmen,Hülya Bilban
Merhaba Hayat,Başrol,Vahide Perçin Yetkin Dikinciler
Merhaba Hayat,Ülke,Türkiye
Merhaba Hayat,Dili,Türkçe
Merhaba Hayat,Sezon sayısı,1
Merhaba Hayat,Bölüm sayısı,13
Merhaba Hayat,Mekân,İstanbul
Merhaba Hayat,Gösterim süresi,90 dakika
Merhaba Hayat,Yapım  şirketi,Medyapım
Merhaba Hayat,Kanal,FOX  ( HD )
Merhaba Hayat,Resim formatı,576i  ( SDTV ) 1080i  ( HDTV )
Merhaba Hayat,Ses formatı,Stereo
Merhaba Hayat,Yayın tarihi,9 Ekim 2012 - 13 Şubat 2013
Merhaba Hayat,Durumu,Sona erdi
Merhaba Hayat,İlişkili programlar,Private Practice
Öyle Bir Geçer Zaman ki,Format,Televizyon dizisi
Öyle Bir Geçer Zaman ki,Tür,Dram
Öyle Bir Geçer Zaman ki,Proje tasarımcısı,Coşkun Irmak
Öyle Bir Geçer Zaman ki,Senarist,Coşkun Irmak
Öyle Bir Geçer Zaman ki,Yönetmen,Zeynep Günay
Öyle Bir Geçer Zaman ki,Başrol,Erkan Petekkaya Ayça Bingöl Wilma Elles
Öyle Bir Geçer Zaman ki,Anlatıcı,Taner Birsel
Öyle Bir Geçer Zaman ki,Tema müziği bestecisi,Mehmet Cem Tuncer
Öyle Bir Geçer Zaman ki,Ülke,Türkiye
Öyle Bir Geçer Zaman ki,Dili,Türkçe
Öyle Bir Geçer Zaman ki,Sezon sayısı,3
Öyle Bir Geçer Zaman ki,Bölüm sayısı,120 ( bölümleri listesi )
Öyle Bir Geçer Zaman ki,Yapımcı,Cengiz Deveci
Öyle Bir Geçer Zaman ki,Kurgucu,Ulaş Cihan Şimşek
Öyle Bir Geçer Zaman ki,Mekân,İstanbul
Öyle Bir Geçer Zaman ki,Gösterim süresi,100 dakika
Öyle Bir Geçer Zaman ki,Yapım  şirketi,D Productions
Öyle Bir Geçer Zaman ki,Kanal,Kanal D  ( HD )
Öyle Bir Geçer Zaman ki,Resim formatı,480i  ( SDTV ) 720p  ( HDTV ) 1080i  ( HDTV )
Öyle Bir Geçer Zaman ki,Ses formatı,Stereo
Öyle Bir Geçer Zaman ki,Yayın tarihi,14 Eylül 2010 - 18 Haziran 2013
Öyle Bir Geçer Zaman ki,Durumu,Sona erdi
Sakarya Fırat,Format,Televizyon dizisi
Sakarya Fırat,Tür,Askeri Aksiyon Dram Savaş
Sakarya Fırat,Senarist,Süleyman Çobanoğlu
Sakarya Fırat,Yönetmen,Osman Sınav  (1-15) Tevfik Şenol  (1-5) Aybars Bora Kahyaoğlu  (1-5) Raşit Çelikezer  (10-35) Emre Kabakuşak  (36-113) Veli Çelik  (114-151)
Sakarya Fırat,Başrol,Tayanç Ayaydın Ceren Hindistan Deniz Arna İsmail Hakkı Ürün Gerçek Sağlar Kürşat Alnıaçık
Sakarya Fırat,Besteci,Etni-Ka Aytuğ Yargıç
Sakarya Fırat,Ülke,Türkiye
Sakarya Fırat,Dili,Türkçe
Sakarya Fırat,Sezon sayısı,4
Sakarya Fırat,Bölüm sayısı,151 ( bölümleri listesi )
Sakarya Fırat,Yapımcı,Osman Sınav
Sakarya Fırat,Mekân,"Atabey ,  Isparta"
Sakarya Fırat,Gösterim süresi,90 dakika
Sakarya Fırat,Yapım  şirketi,Sinegraf
Sakarya Fırat,Kanal,TRT 1
Sakarya Fırat,Resim formatı,576i  ( SDTV ) 1080i  ( HDTV )
Sakarya Fırat,Ses formatı,Stereo
Sakarya Fırat,Yayın tarihi,16 Aralık 2009 - 12 Haziran 2013
Sakarya Fırat,Durumu,Sona erdi
Salih Kuşu,Format,Televizyon dizisi
Salih Kuşu,Tür,Komedi
Salih Kuşu,Senarist,Gani Müjde
Salih Kuşu,Yönetmen,Ersoy Güler
Salih Kuşu,Başrol,Levent Ülgen Ayçin İnci Goncagül Sunar Bekir Aksoy Murat Eken
Salih Kuşu,Ülke,Türkiye
Salih Kuşu,Dili,Türkçe
Salih Kuşu,Sezon sayısı,1
Salih Kuşu,Bölüm sayısı,10
Salih Kuşu,Yapımcı,Ali Gündoğdu
Salih Kuşu,Mekân,İstanbul
Salih Kuşu,Gösterim süresi,100 dakika
Salih Kuşu,Yapım  şirketi,Süreç Film
Salih Kuşu,Kanal,Show TV
Salih Kuşu,Resim formatı,576i  ( 16:9 SDTV ) 1080i  ( HDTV )
Salih Kuşu,Ses formatı,Stereo
Salih Kuşu,Yayın tarihi,9 Mayıs 2013  ( 2013-05-09 )  -  18 Temmuz 2013  ( 2013-07-18 )
Salih Kuşu,Durumu,Sona erdi
Şubat,Format,Televizyon dizisi
Şubat,Tür,Dram
Şubat,Senarist,Funda Alp
Şubat,Yönetmen,Volkan Kocatürk
Şubat,Başrol,Alican Yücesoy Melisa Sözen Musa Uzunlar Serkan Ercan Özkan Uğur
Şubat,Besteci,Ayşe Önder Amesha Smenta
Şubat,Ülke,Türkiye
Şubat,Dili,Türkçe
Şubat,Sezon sayısı,1
Şubat,Bölüm sayısı,32 ( bölümleri listesi )
Şubat,Yapımcı,Orkun Ünlü Funda Alp
Şubat,Mekân,İstanbul
Şubat,Görüntü yönetmeni,Metin Turguç
Şubat,Gösterim süresi,100 dakika
Şubat,Dağıtımcı firma,Eflatun Film
Şubat,Kanal,TRT 1
Şubat,Resim formatı,576i  ( 16:9 SDTV ) 1080i  ( HDTV )
Şubat,Ses formatı,Stereo
Şubat,Yayın tarihi,14 Eylül 2012 - 30 Mayıs 2013
Şubat,Durumu,Sona erdi
Yer Gök Aşk,Format,Televizyon dizisi
Yer Gök Aşk,Tür,Dram
Yer Gök Aşk,Senarist,Eylem Canpolat Sema Ergenekon Berfu Ergenekon
Yer Gök Aşk,Yönetmen,Canan Çelik
Yer Gök Aşk,Yaratıcı  yönetmen(ler),Seçil Kumru
Yer Gök Aşk,Başrol,Birce Akalay Burak Hakkı Murat Ünalmış Melisa Aslı Pamuk Tuvana Türkay Işıl Yücesoy Kanbolat Görkem Arslan Levent Yılmaz Ayşegül Günay Remiz Evren İpek Erdem Sevinç Gediktaş Şahin Ergüney Firdevs Vüdül Erhan Duran Melih Özkaya
Yer Gök Aşk,Tema müziği bestecisi,Aytekin Ataş
Yer Gök Aşk,Besteci,Aytekin Ataş
Yer Gök Aşk,Ülke,Türkiye
Yer Gök Aşk,Dili,Türkçe
Yer Gök Aşk,Sezon sayısı,3
Yer Gök Aşk,Bölüm sayısı,122
Yer Gök Aşk,Yapımcı,Şükrü Avşar
Yer Gök Aşk,Mekân,Nevşehir
Yer Gök Aşk,Gösterim süresi,90 dakika
Yer Gök Aşk,Yapım  şirketi,Avşar Film
Yer Gök Aşk,Kanal,FOX  ( HD )
Yer Gök Aşk,Resim formatı,576i  ( 16:9 SDTV ) 1080i  ( HDTV )
Yer Gök Aşk,Ses formatı,Stereo
Yer Gök Aşk,Yayın tarihi,9 Ağustos 2010 - 27 Mayıs 2013
Yer Gök Aşk,Durumu,Sona erdi
Yer Gök Aşk,İlişkili programlar,Lale Devri  (2010-2014)
Ankara'nın Dikmen'i,Format,Televizyon dizisi
Ankara'nın Dikmen'i,Tür,Komedi
Ankara'nın Dikmen'i,Senarist,Gani Müjde
Ankara'nın Dikmen'i,Yönetmen,Osman Taşcı
Ankara'nın Dikmen'i,Başrol,Bülent Emrah Parlak Burak Kut Gözde Kansu Nurseli İdiz
Ankara'nın Dikmen'i,Ülke,Türkiye
Ankara'nın Dikmen'i,Dili,Türkçe
Ankara'nın Dikmen'i,Sezon sayısı,2
Ankara'nın Dikmen'i,Bölüm sayısı,25
Ankara'nın Dikmen'i,Yapımcı,Gani Müjde
Ankara'nın Dikmen'i,Mekân,İstanbul
Ankara'nın Dikmen'i,Görüntü yönetmeni,Yon Thomas
Ankara'nın Dikmen'i,Gösterim süresi,120 dakika
Ankara'nın Dikmen'i,Yapım  şirketi,Tükenmezkalem Film
Ankara'nın Dikmen'i,Kanal,"Kanal D  (2014, 1. sezon)  atv  (2014, 2. sezon)"
Ankara'nın Dikmen'i,Resim formatı,576i  ( 16:9 SDTV ) 1080i  ( HDTV )
Ankara'nın Dikmen'i,Ses formatı,Stereo
Ankara'nın Dikmen'i,Yayın tarihi,12 Mart 2014 - 31 Aralık 2014
Ankara'nın Dikmen'i,Durumu,Yayından kaldırıldı
Aşk Ekmek Hayaller,Format,Televizyon dizisi
Aşk Ekmek Hayaller,Tür,Dram
Aşk Ekmek Hayaller,Yönetmen,Abdullah Oğuz
Aşk Ekmek Hayaller,Başrol,Müjde Ar Burak Hakkı Berna Laçin Sinan Tuzcu İrem Altuğ Nihal Menzil Ali İpin Ayça Eren Nebil Sayın Alara Uncu Deniz Baysal Alican Özakoğlu Furkan Andıç Dilek Demir Barış Hacıhan Efe Karaman Elif Merve Çolak Begüm Çetinkaya Sudenaz Akkoyun Leyla Köse Pelin Buse Gökçek Kaan Ürkmez Aydan Çakır
Aşk Ekmek Hayaller,Besteci,Cenk Şanlıoğlu
Aşk Ekmek Hayaller,Ülke,Türkiye
Aşk Ekmek Hayaller,Dili,Türkçe
Aşk Ekmek Hayaller,Sezon sayısı,1
Aşk Ekmek Hayaller,Bölüm sayısı,10
Aşk Ekmek Hayaller,Yapımcı,Abdullah Oğuz
Aşk Ekmek Hayaller,Mekân,İstanbul
Aşk Ekmek Hayaller,Yapım  şirketi,ANS Productions
Aşk Ekmek Hayaller,Kanal,Show TV  ( HD )
Aşk Ekmek Hayaller,Resim formatı,1080i  ( HDTV )
Aşk Ekmek Hayaller,Ses formatı,Stereo
Aşk Ekmek Hayaller,Yayın tarihi,8 Aralık 2013 - 27 Şubat 2014
Aşk Ekmek Hayaller,Durumu,Sona erdi
Aşk Ekmek Hayaller,İlişkili programlar,Bread Love And Dreams
Ben de Özledim,Format,Televizyon dizisi
Ben de Özledim,Tür,Absürt komedi
Ben de Özledim,Senarist,Burak Aksak
Ben de Özledim,Yönetmen,Onur Ünlü Erkan Tunç
Ben de Özledim,Başrol,Ali Atay Serkan Keskin Osman Sonant
Ben de Özledim,Ülke,Türkiye
Ben de Özledim,Dili,Türkçe
Ben de Özledim,Sezon sayısı,1
Ben de Özledim,Bölüm sayısı,13 ( bölümleri listesi )
Ben de Özledim,Yapımcı,Orkun Ünlü Funda Alp
Ben de Özledim,Kurgucu,Murat Bör
Ben de Özledim,Öykü kurgusu,Burak Aksak Hamza Aşgın Derem Çıray
Ben de Özledim,Mekân,İstanbul
Ben de Özledim,Gösterim süresi,70 dakika
Ben de Özledim,Yapım  şirketi,Eflatun Film
Ben de Özledim,Kanal,Star TV  ( HD ) (2013-2014)
Ben de Özledim,Resim formatı,576i  ( SDTV 16:9 ) 1080i  ( HDTV )
Ben de Özledim,Ses formatı,Stereo
Ben de Özledim,Yayın tarihi,25 Ekim 2013  ( 2013-10-25 )  -  29 Ocak 2014  ( 2014-01-29 )
Ben de Özledim,Durumu,Sona erdi
Ben de Özledim,İlişkili programlar,Leyla ile Mecnun  (2011-2023)
Ben Onu Çok Sevdim,Format,Televizyon dizisi
Ben Onu Çok Sevdim,Tür,Dram Politik
Ben Onu Çok Sevdim,Yazar,Seda Altaylı Ozan Aksungur
Ben Onu Çok Sevdim,Yönetmen,Mehmet Bahadır Er Eylem Koza
Ben Onu Çok Sevdim,Başrol,Mehmet Aslantuğ İdil Fırat Birce Akalay Şemsi İnkaya Rıza Akın Erdinç Gülener Mehmetcan Mincinozlu Savaş Zafer Ege Aydan Kerem Alışık Devrim Yakut
Ben Onu Çok Sevdim,Açılış müziği,"""Ben Onu Çok Sevdim Jenerik"""
Ben Onu Çok Sevdim,Bitiş müziği,"""Nazende Sevgilim"""
Ben Onu Çok Sevdim,Ülke,Türkiye
Ben Onu Çok Sevdim,Dili,Türkçe
Ben Onu Çok Sevdim,Sezon sayısı,1
Ben Onu Çok Sevdim,Bölüm sayısı,15
Ben Onu Çok Sevdim,Yapımcı,Raci Şaşmaz
Ben Onu Çok Sevdim,Mekân,"İstanbul ,  Türkiye"
Ben Onu Çok Sevdim,Gösterim süresi,90 dakika
Ben Onu Çok Sevdim,Yapım  şirketi,Pana Film
Ben Onu Çok Sevdim,Kanal,atv
Ben Onu Çok Sevdim,Resim formatı,576i  ( 16:9 SDTV ) 1080i  ( HDTV )
Ben Onu Çok Sevdim,Ses formatı,Stereo
Ben Onu Çok Sevdim,Yayın tarihi,10 Eylül 2013  ( 2013-09-10 )  -  24 Ocak 2014  ( 2014-01-24 )
Ben Onu Çok Sevdim,Durumu,Sona erdi
Benim Adım Gültepe,Format,Televizyon dizisi
Benim Adım Gültepe,Tür,Dram
Benim Adım Gültepe,Senarist,Vural Yaşaroğlu
Benim Adım Gültepe,Öykü,Vural Yaşaroğlu
Benim Adım Gültepe,Yönetmen,Zeynep Günay Deniz Koloş
Benim Adım Gültepe,Başrol,Mete Horozoğlu Ayça Bingöl İlker Kızmaz
Benim Adım Gültepe,Anlatıcı,Nejat İşler
Benim Adım Gültepe,Besteci,Uğur Akyürek
Benim Adım Gültepe,Ülke,Türkiye
Benim Adım Gültepe,Dili,Türkçe
Benim Adım Gültepe,Sezon sayısı,1
Benim Adım Gültepe,Bölüm sayısı,8
Benim Adım Gültepe,Yönetici  yapımcı,Seçil İssi
Benim Adım Gültepe,Yapımcı,E. Ayşe Durmaz
Benim Adım Gültepe,Mekân,İzmir İstanbul
Benim Adım Gültepe,Görüntü yönetmeni,Sedat Yücel
Benim Adım Gültepe,Yapım  şirketi,D Productions
Benim Adım Gültepe,Kanal,Kanal D
Benim Adım Gültepe,Resim formatı,576i  ( 16:9 SDTV ) 1080i  ( HDTV )
Benim Adım Gültepe,Ses formatı,Stereo
Benim Adım Gültepe,Yayın tarihi,3 Eylül 2014 - 3 Kasım 2014
Benim Adım Gültepe,Durumu,Yayından kaldırıldı
Benim Hala Umudum Var,Format,Televizyon dizisi
Benim Hala Umudum Var,Tür,Aşk Drama
Benim Hala Umudum Var,Senarist,Deniz Akçay
Benim Hala Umudum Var,Yönetmen,Nisan Akman
Benim Hala Umudum Var,Başrol,Gizem Karaca Berk Oktay Şükrü Özyıldız
Benim Hala Umudum Var,Ülke,Türkiye
Benim Hala Umudum Var,Dili,Türkçe
Benim Hala Umudum Var,Sezon sayısı,1
Benim Hala Umudum Var,Bölüm sayısı,33 ( bölümleri listesi )
Benim Hala Umudum Var,Yapımcı,Faruk Turgut
Benim Hala Umudum Var,Mekân,İstanbul
Benim Hala Umudum Var,Gösterim süresi,90 dakika
Benim Hala Umudum Var,Yapım  şirketi,Gold Film
Benim Hala Umudum Var,Kanal,Star TV  ( HD ) (2013)  FOX  ( HD ) (2014)
Benim Hala Umudum Var,Resim formatı,576i  ( 16:9 SDTV ) 1080i  ( HDTV )
Benim Hala Umudum Var,Ses formatı,Stereo
Benim Hala Umudum Var,Yayın tarihi,1 Temmuz 2013 - 25 Şubat 2014
Benim Hala Umudum Var,Durumu,Sona erdi.
Benim İçin Üzülme,Format,Televizyon dizisi
Benim İçin Üzülme,Tür,Dram
Benim İçin Üzülme,Senarist,Onur Kocal Selami Genli
Benim İçin Üzülme,Yönetmen,Serkan Birinci
Benim İçin Üzülme,Başrol,Fulya Zenginer Tansel Öngel Çağlar Ertuğrul Öykü Çelik Rana Cabbar Beyazıt Gülercan
Benim İçin Üzülme,Tema müziği bestecisi,Marsis
Benim İçin Üzülme,Ülke,Türkiye
Benim İçin Üzülme,Dili,Türkçe Lazca Kürtçe
Benim İçin Üzülme,Sezon sayısı,2
Benim İçin Üzülme,Bölüm sayısı,55
Benim İçin Üzülme,Yapımcı,Murat Tokat Mahsun Kırmızıgül
Benim İçin Üzülme,Kurgucu,Mestan Sakallı
Benim İçin Üzülme,Mekân,"Hopa ,  Artvin Rize Trabzon Kars"
Benim İçin Üzülme,Gösterim süresi,90 dakika
Benim İçin Üzülme,Yapım  şirketi,Boyut Film
Benim İçin Üzülme,Kanal,atv  (2012-2013)  Show TV  (2013-2014)
Benim İçin Üzülme,Resim formatı,480i  ( 4:3 SDTV ) 720p  ( 16:9 HDTV )
Benim İçin Üzülme,Ses formatı,Stereo
