Title,Header,Data
Sokak Şarkıcıları,Format,Dizi
Sokak Şarkıcıları,Geliştiren,Laboratuvar : Abdullah Akdeniz Hasan Örnek İsmet Karslı Renklendirme : Türker Vatan Işık : Erol Batıbeki Ses Kayıt : Erol Batıbeki
Sokak Şarkıcıları,Senarist,Alpay İzer
Sokak Şarkıcıları,Yönetmen,Nazmi Özer
Sokak Şarkıcıları,Başrol,Ali Poyrazoğlu Oya Başar Aysun Güven Özcan Özgür Gülşen Gürsoy İlhan Daner Alpay İzer
Sokak Şarkıcıları,Ülke,Türkiye
Sokak Şarkıcıları,Dili,Türkçe
Sokak Şarkıcıları,Sezon sayısı,1
Sokak Şarkıcıları,Mekân,İzmir
Sokak Şarkıcıları,Görüntü yönetmeni,Salih Dikişçi
Sokak Şarkıcıları,Kamera,Can Özer Kazım Çakırmanoğlu
Sokak Şarkıcıları,Yapım  şirketi,Yeni Stüdyo
Sokak Şarkıcıları,Kanal,TRT
Sokak Şarkıcıları,Yayın tarihi,1974 - 1974
Yılkı Atı,Format,Dizi
Yılkı Atı,Yönetmen,"Ünal Küpeli ,  Hüseyin Karakaş"
Yılkı Atı,Ülke,Türkiye
Yılkı Atı,Dili,Türkçe
Yılkı Atı,Sezon sayısı,1
Yılkı Atı,Kanal,TRT
Yılkı Atı,Yayın tarihi,1974 - 1974
Doktorlar,Format,Televizyon dizisi
Doktorlar,Tür,Duygusal Macera
Doktorlar,Senarist,Cüneyt Arkın
Doktorlar,Yönetmen,Melih Gülgen
Doktorlar,Başrol,Cüneyt Arkın Erol Günaydın Meral Konrat Haluk Kurtoğlu Oktay Sözbir Salih Kırmızı
Doktorlar,Ülke,Türkiye
Doktorlar,Dili,Türkçe
Doktorlar,Sezon sayısı,1
Doktorlar,Bölüm sayısı,4
Doktorlar,Yapımcı,Cüneyt Arkın
Doktorlar,Mekân,İstanbul
Doktorlar,Kanal,TRT 1
Doktorlar,Yayın tarihi,7 Temmuz 1989  ( 1989-07-07 ) [1]  -  Temmuz 1989  ( 1989-07T28 ) [1]
Doktorlar,Durumu,Sona erdi
Geçmiş Bahar Mimozaları,Format,Televizyon dizisi
Geçmiş Bahar Mimozaları,Tür,Dram Psikolojik
Geçmiş Bahar Mimozaları,Senarist,Nevin İnaç
Geçmiş Bahar Mimozaları,Yönetmen,Okan Uysaler
Geçmiş Bahar Mimozaları,Başrol,Filiz Akın Rutkay Aziz Ceylan Palay Müşfik Kenter Güler Ökten Nurseli İdiz Musa Uzunlar
Geçmiş Bahar Mimozaları,Ülke,Türkiye
Geçmiş Bahar Mimozaları,Dili,Türkçe
Geçmiş Bahar Mimozaları,Sezon sayısı,1
Geçmiş Bahar Mimozaları,Bölüm sayısı,9
Geçmiş Bahar Mimozaları,Yapımcı,Selçuk İnaç
Geçmiş Bahar Mimozaları,Yapım  şirketi,TRT
Geçmiş Bahar Mimozaları,Kanal,TRT 1
Geçmiş Bahar Mimozaları,Yayın tarihi,1989
Geçmiş Bahar Mimozaları,Durumu,Sona erdi
Kanun Savaşçıları,Format,Televizyon dizisi
Kanun Savaşçıları,Tür,Aksiyon Macera Polisiye
Kanun Savaşçıları,Senarist,Nuran Devres
Kanun Savaşçıları,Yönetmen,Emin Gerçeker
Kanun Savaşçıları,Başrol,Serdar Gökhan Eşref Kolçak Özlem Savaş Yusuf Sezgin Savaş Akova Orsel Sonat Sermin Karaali Perin Karaali Tanju Şarman
Kanun Savaşçıları,Seslendiren(ler),Ersan Uysal
Kanun Savaşçıları,Ülke,Türkiye
Kanun Savaşçıları,Dili,Türkçe
Kanun Savaşçıları,Sezon sayısı,1
Kanun Savaşçıları,Bölüm sayısı,234
Kanun Savaşçıları,Yapımcı,Fide Motan
Kanun Savaşçıları,Yapım  şirketi,TRT
Kanun Savaşçıları,Kanal,TRT 1  (1989)
Kanun Savaşçıları,Ses formatı,Stereo
Kanun Savaşçıları,Yayın tarihi,1989 - 1989
Kanun Savaşçıları,Durumu,Sona erdi
Ah Ana,Format,Televizyon dizisi
Ah Ana,Tür,Komedi Sitcom Dram
Ah Ana,Senarist,Hasan Vasfi Uçkan
Ah Ana,Yönetmen,Tarık Alpagut
Ah Ana,Başrol,Beyhan Saran Halil İbrahim Kalaycıoğlu Erol Kardeseci Alpay İzbırak Nurtekin Odabaşı Hülya Gülşen Irmak Jale Aylanç
Ah Ana,Ülke,Türkiye
Ah Ana,Dili,Türkçe
Ah Ana,Yapımcı,TRT
Ah Ana,Gösterim süresi,15-25 dakika
Ah Ana,Yapım  şirketi,TRT
Ah Ana,Kanal,TRT 1  (1988-1990)
Ah Ana,Yayın tarihi,1988 - 1990
Ah Ana,Durumu,Sona erdi
Ah Ana,İlişkili programlar,Ferhunde Hanımlar Bizim Evin Halleri
Gençler,Format,Televizyon dizisi
Gençler,Tür,Duygusal Gençlik Komedi
Gençler,Senarist,Sıtkı Tekmen
Gençler,Yönetmen,Adem Kılıç
Gençler,Başrol,Ziya Kürküt Fikret Kuşkan Oktay Kaynarca Bilge Parlak Melike Altunbaran Zeynep Özden Ayyıldız Çetin Etili
Gençler,Ülke,Türkiye
Gençler,Dili,Türkçe
Gençler,Sezon sayısı,1
Gençler,Yapım  şirketi,TRT
Gençler,Kanal,TRT 1
Gençler,Yayın tarihi,1989 - 1990
Gençler,Durumu,Sona erdi
Hanımın Çiftliği,Format,Televizyon dizisi
Hanımın Çiftliği,Tür,Dram Macera
Hanımın Çiftliği,Yönetmen,Ünal Küpeli
Hanımın Çiftliği,Başrol,Gülben Ergen İlknur Bozkurt Fikret Hakan Bulut Aras Meral Orhonsay Ülkü Ülker Ümit Yesin Aydemir Akbaş Sami Hazinses Merih Fırat Ünsal Emre Osman Cavcı Efkan Efekan Erol Taş
Hanımın Çiftliği,Ülke,Türkiye
Hanımın Çiftliği,Dili,Türkçe
Hanımın Çiftliği,Sezon sayısı,1
Hanımın Çiftliği,Bölüm sayısı,8
Hanımın Çiftliği,Yönetici  yapımcı,Abdurrahman Keskiner
Hanımın Çiftliği,Yapımcı,Umut Film
Hanımın Çiftliği,Gösterim süresi,52 dk 37 sn
Hanımın Çiftliği,Kanal,TRT 1  (1990)
Hanımın Çiftliği,Yayın tarihi,1 Mart 1990  ( 1990-03-01 ) [1]  -  19 Nisan 1990  ( 1990-04-19 ) [2]
Hanımın Çiftliği,Durumu,Sona erdi
Hanımın Çiftliği,Sonra gelen,Hanımın Çiftliği  (2009-2011)
Kuruntu Ailesi,Format,Televizyon dizisi
Kuruntu Ailesi,Tür,Komedi Sitcom
Kuruntu Ailesi,Senarist,Atay Sözer Fazıl Hayati Çorbacıoğlu Nedim Doğan Zihni Küçümen
Kuruntu Ailesi,Yönetmen,Uğur Erkır
Kuruntu Ailesi,Başrol,Gazanfer Özcan Gönül Ülkü Doğu Erkan Gazanfer Ündüz Fulya Özcan Zihni Göktay Can Kolukısa
Kuruntu Ailesi,Ülke,Türkiye
Kuruntu Ailesi,Dili,Türkçe
Kuruntu Ailesi,Sezon sayısı,5
Kuruntu Ailesi,Bölüm sayısı,121
Kuruntu Ailesi,Yapımcı,Uğur Erkır
Kuruntu Ailesi,Yapım  şirketi,TRT
Kuruntu Ailesi,Kanal,TRT 1  (10 Ekim 1985-29 Aralık 1990)
Kuruntu Ailesi,Yayın tarihi,10 Ekim 1985 - 29 Aralık 1990
Kuruntu Ailesi,Durumu,Sona erdi
Kuruntu Ailesi,Sonra gelen,Hüsnü Bey Amca  (9 Ocak 1994-23 Şubat 1997)  Bizim Kuruntu Ailesi  (2 Kasım 1997-13 Aralık 1998)
Türkmen Düğünü,Format,Televizyon dizisi
Türkmen Düğünü,Tür,Duygusal
Türkmen Düğünü,Senarist,Adem Ayral
Türkmen Düğünü,Yönetmen,Adem Ayral
Türkmen Düğünü,Başrol,Yılmaz Zafer Ece Pirim Nilgün Bubikoğlu Zerrin Çaldıran Asuman Arsan Nevin Aypar Atilla Ergün
Türkmen Düğünü,Ülke,Türkiye
Türkmen Düğünü,Dili,Türkçe
Türkmen Düğünü,Sezon sayısı,1
Türkmen Düğünü,Bölüm sayısı,3
Türkmen Düğünü,Yapımcı,Murat Akman
Türkmen Düğünü,Yapım  şirketi,TRT
Türkmen Düğünü,Kanal,TRT 1
Türkmen Düğünü,Yayın tarihi,25 Ekim 1989  ( 1989-10-25 ) [1]  -  8 Kasım 1989  ( 1989-11-08 ) [2]
Türkmen Düğünü,Durumu,Sona erdi
Yuva,Format,Televizyon dizisi
Yuva,Tür,Duygusal Aile
Yuva,Senarist,Mehmet Taşdiken
Yuva,Yönetmen,Mehmet Taşdiken
Yuva,Başrol,Tamer Yiğit Sema Çelebi Muhterem Nur Mesut Çakarlı Tunç Güntay Kuzey Vargın Nazan Saatçi
Yuva,Ülke,Türkiye
Yuva,Dili,Türkçe
Yuva,Sezon sayısı,1
Yuva,Bölüm sayısı,10
Yuva,Yapımcı,Mehmet Taşdiken
Yuva,Yapım  şirketi,TRT
Yuva,Kanal,TRT 1
Yuva,Yayın tarihi,12 Nisan 1990  ( 1990-04-12 ) [1]  -  28 Haziran 1990  ( 1990-06-28 ) [2]
Yuva,Durumu,Sona erdi
Ben Olsaydım,Format,Televizyon dizisi
Ben Olsaydım,Tür,Komedi Sitcom
Ben Olsaydım,Senarist,STR Film Senaryo Grubu
Ben Olsaydım,Yönetmen,Uğur Erkır
Ben Olsaydım,Sunucu,Gazanfer Özcan
Ben Olsaydım,Başrol,Gazanfer Özcan Gönül Ülkü Hadi Çaman Saltuk Kaplangı Doğu Erkan Cengiz Keskinkılıç Osman Gidişoğlu Erdoğan Dikmen Aliye Tölak
Ben Olsaydım,Ülke,Türkiye
Ben Olsaydım,Dili,Türkçe
Ben Olsaydım,Sezon sayısı,1
Ben Olsaydım,Bölüm sayısı,13
Ben Olsaydım,Yapımcı,STR Film
Ben Olsaydım,Yapım  şirketi,STR Film
Ben Olsaydım,Kanal,TRT 1
Ben Olsaydım,Yayın tarihi,27 Mayıs 1991 - 19 Ağustos 1991
Ben Olsaydım,Durumu,Sona erdi
Karışık İş,Format,Televizyon dizisi
Karışık İş,Tür,Komedi
Karışık İş,Uyarlama,Jean de Létraz 'ın eserinden
Karışık İş,Yönetmen,Uğur Erkır
Karışık İş,Başrol,Gazanfer Özcan Gönül Ülkü Füsun Önal İsmail İncekara Saltuk Kaplangı Gazanfer Ündüz Fulya Özcan Çiçek Dilligil Göksel Kortay
Karışık İş,Açılış müziği,Karışık İş Jenerik
Karışık İş,Ülke,Türkiye
Karışık İş,Dili,Türkçe
Karışık İş,Sezon sayısı,1
Karışık İş,Bölüm sayısı,10
Karışık İş,Mekân,İstanbul
Karışık İş,Görüntü yönetmeni,Sertaç Karan
Karışık İş,Gösterim süresi,40 dakika
Karışık İş,Kanal,Star TV
Karışık İş,Resim formatı,4:3
Karışık İş,Ses formatı,Stereo
Karışık İş,Yayın tarihi,20 Eylül 1991  ( 1991-09-20 )  -  22 Kasım 1991  ( 1991-11-22 )
Karışık İş,Durumu,Sona erdi
Uğurlugiller,Format,Televizyon dizisi
Uğurlugiller,Tür,Durum komedisi
Uğurlugiller,Senarist,İsmet Kür Turgut Özakman Ülker Köksal
Uğurlugiller,Yönetmen,Gürol Gökçe Uğur Erkır Aram Gülyüz
Uğurlugiller,Başrol,Yıldız Kenter Şükran Güngör Tevfik Gelenbe Gül Onat Mehmet Birkiye Mübeccel Vardar Ayhan Kavas Mustafa Alabora Savaş Dinçel
Uğurlugiller,Anlatıcı,Mustafa Alabora Savaş Dinçel
Uğurlugiller,Ülke,Türkiye
Uğurlugiller,Dili,Türkçe
Uğurlugiller,Sezon sayısı,4
Uğurlugiller,Bölüm sayısı,68
Uğurlugiller,Yapımcı,Uğur Erkır
Uğurlugiller,Gösterim süresi,25-30 dakika
Uğurlugiller,Yapım  şirketi,STR
Uğurlugiller,Kanal,TRT 1  (1988-1991)
Uğurlugiller,Yayın tarihi,6 Temmuz 1988 - 28 Ocak 1991
Uğurlugiller,Durumu,Sona erdi
Aysarının Zilleri,Format,Televizyon dizisi
Aysarının Zilleri,Tür,Dram
Aysarının Zilleri,Senarist,Onat Kutlar
Aysarının Zilleri,Yönetmen,Şahin Gök
Aysarının Zilleri,Tema müziği bestecisi,Mazlum Çimen
Aysarının Zilleri,Ülke,Türkiye
Aysarının Zilleri,Dili,Türkçe
Aysarının Zilleri,Sezon sayısı,1
Aysarının Zilleri,Bölüm sayısı,3
Aysarının Zilleri,Mekân,Kars
Aysarının Zilleri,Kanal,TRT 1
Aysarının Zilleri,Resim formatı,PAL
Aysarının Zilleri,Ses formatı,Stereo
Aysarının Zilleri,Yayın tarihi,19 Ocak 1992  ( 1992-01-19 ) [1]  -  2 Şubat 1992  ( 1992-02-02 ) [2]
Aysarının Zilleri,Durumu,Sona erdi
Fatih Harbiye,Format,Televizyon dizisi
Fatih Harbiye,Tür,Dram Duygusal
Fatih Harbiye,Senarist,Remzi Özçelik
Fatih Harbiye,Yönetmen,Hilmi Akyalçın
Fatih Harbiye,Başrol,Aydan Şener Tolga Savacı İsmail Hakkı Şen Nur İncegül Efgan Efekan
Fatih Harbiye,Ülke,Türkiye
Fatih Harbiye,Dili,Türkçe
Fatih Harbiye,Sezon sayısı,1
Fatih Harbiye,Bölüm sayısı,4
Fatih Harbiye,Yapımcı,Hilmi Akyalçın
Fatih Harbiye,Yapım  şirketi,TRT
Fatih Harbiye,Kanal,TRT 1
Fatih Harbiye,Yayın tarihi,5 Mart 1992  ( 1992-03-05 ) [1]  -  26 Mart 1992  ( 1992-03-26 ) [2]
Fatih Harbiye,Durumu,Sona erdi
Kahraman Damat,Format,Televizyon dizisi
Kahraman Damat,Tür,Komedi
Kahraman Damat,Senarist,Zihni Küçümen
Kahraman Damat,Yönetmen,Uğur Erkır
Kahraman Damat,Başrol,Gazanfer Özcan Gönül Ülkü Halit Akçatepe Tolga Aşkıner Nilgün Belgün Toygun Ateş Rıza Pekkutsal
Kahraman Damat,Açılış müziği,Kahraman Damat Jenerik
Kahraman Damat,Ülke,Türkiye
Kahraman Damat,Dili,Türkçe
Kahraman Damat,Sezon sayısı,1
Kahraman Damat,Bölüm sayısı,12
Kahraman Damat,Mekân,İstanbul
Kahraman Damat,Gösterim süresi,40 dakika
Kahraman Damat,Yapım  şirketi,Star 1
Kahraman Damat,Kanal,Star TV
Kahraman Damat,Resim formatı,576i  ( 4:3 )
Kahraman Damat,Ses formatı,Stereo
Kahraman Damat,Yayın tarihi,20 Mart 1992 - 20 Haziran 1992
Kahraman Damat,Durumu,Sona erdi
Kızlar Yurdu,Format,Televizyon dizisi
Kızlar Yurdu,Tür,Aile Komedi
Kızlar Yurdu,Senarist,Ayfer Tunç
Kızlar Yurdu,Yönetmen,Kartal Tibet (1-19) Taner Akvardar (20-26)
Kızlar Yurdu,Başrol,Perran Kutman Alev Emre Ali Berge Özdemir Han Ali Karagöz Anıl Dalgıç
Kızlar Yurdu,Tema müziği bestecisi,Özkan Turgay
Kızlar Yurdu,Açılış müziği,Kızlar Yurdu Jenerik
Kızlar Yurdu,Ülke,Türkiye
Kızlar Yurdu,Dili,Türkçe
Kızlar Yurdu,Sezon sayısı,1
Kızlar Yurdu,Bölüm sayısı,26
Kızlar Yurdu,Yapımcı,Güner Namlı
Kızlar Yurdu,Mekân,"Üsküdar ,  İstanbul"
Kızlar Yurdu,Görüntü yönetmeni,Tangör Toydemir Güngör Toydemir
Kızlar Yurdu,Gösterim süresi,40 dakika
Kızlar Yurdu,Yapım  şirketi,Arajans
Kızlar Yurdu,Kanal,Teleon
Kızlar Yurdu,Resim formatı,4:3
Kızlar Yurdu,Ses formatı,Stereo
Kızlar Yurdu,Yayın tarihi,1 Şubat 1992 - 27 Temmuz 1992
Kızlar Yurdu,Durumu,Sona erdi
Kimse Durduramaz,Format,Televizyon dizisi
Kimse Durduramaz,Tür,Komedi
Kimse Durduramaz,Proje tasarımcısı,Franz Arnold Ernst Bach
Kimse Durduramaz,Senarist,Zihni Küçümen
Kimse Durduramaz,Yönetmen,Uğur Erkır
Kimse Durduramaz,Başrol,Gazanfer Özcan Gönül Ülkü Rıza Pekkutsal Göksel Kortay Gazanfer Ündüz Fulya Özcan Saltuk Kaplangı Zihni Küçümen Selahattin Taşdöğen
Kimse Durduramaz,Açılış müziği,Kimse Durduramaz Jenerik
Kimse Durduramaz,Ülke,Türkiye
Kimse Durduramaz,Dili,Türkçe
Kimse Durduramaz,Sezon sayısı,1
Kimse Durduramaz,Bölüm sayısı,16
Kimse Durduramaz,Öykü kurgusu,Melih Vassaf
Kimse Durduramaz,Mekân,İstanbul
Kimse Durduramaz,Görüntü yönetmeni,Sertaç Karan
Kimse Durduramaz,Gösterim süresi,25 dakika
Kimse Durduramaz,Yapım  şirketi,Star 1
Kimse Durduramaz,Kanal,Star TV
Kimse Durduramaz,Resim formatı,576i  ( 4:3 )
Kimse Durduramaz,Ses formatı,Stereo
Kimse Durduramaz,Yayın tarihi,29 Kasım 1991  ( 1991-11-29 )  -  13 Mart 1992  ( 1992-03-13 )
Kimse Durduramaz,Durumu,Sona erdi
Savcı,Format,Televizyon dizisi
Savcı,Tür,Politik Macera
Savcı,Senarist,Tuncer Necmioğlu
Savcı,Yönetmen,Kadir İnanır
Savcı,Başrol,Kadir İnanır Ani İpekkaya Aylin Arasıl Diler Saraç Gökhan Mete Mustafa Alabora İsmet Ay
Savcı,Tema müziği bestecisi,Melih Kibar
Savcı,Açılış müziği,Savcı Jenerik
Savcı,Ülke,Türkiye
Savcı,Dili,Türkçe
Savcı,Sezon sayısı,1
Savcı,Bölüm sayısı,26
Savcı,Mekân,İstanbul
Savcı,Görüntü yönetmeni,Ümit Ardabak
Savcı,Gösterim süresi,40 dakika
Savcı,Yapım  şirketi,Par Productions
Savcı,Kanal,Star TV
Savcı,Resim formatı,576i  ( 4:3 )
Savcı,Ses formatı,Stereo
Savcı,Yayın tarihi,12 Nisan 1992  ( 1992-04-12 )  -  5 Ekim 1992  ( 1992-10-05 )
Savcı,Durumu,Sona erdi
Saygılar Bizden,Format,Televizyon dizisi
Saygılar Bizden,Tür,Dram Komedi Politika
Saygılar Bizden,Geliştiren,Fuat Örer Münir Emre Serdar Karakaya Hakan Aksun
Saygılar Bizden,Senarist,Umur Bugay
Saygılar Bizden,Yönetmen,Zeki Ökten
Saygılar Bizden,Başrol,Kemal Sunal Jülide Kural Selma Tarcan Yaman Tarcan Nur Gürkan Alev Oraloğlu Tuncer Necmioğlu Zafer Algöz Yaman Okay Güler Ökten Ozan Bilen Orhan Çağman Kutay Köktürk Erdinç Dinçer
Saygılar Bizden,Tema müziği bestecisi,Arif Erkin Güzelbeyoğlu
Saygılar Bizden,Ülke,Türkiye
Saygılar Bizden,Dili,Türkçe
Saygılar Bizden,Sezon sayısı,1
Saygılar Bizden,Bölüm sayısı,13
Saygılar Bizden,Mekân,İstanbul
Saygılar Bizden,Gösterim süresi,27-30 dakika
Saygılar Bizden,Yapım  şirketi,Bugay Yapım
Saygılar Bizden,Kanal,InterSTAR
Saygılar Bizden,Resim formatı,480i  ( SDTV )
Saygılar Bizden,Ses formatı,Stereo
Saygılar Bizden,Yayın tarihi,19 Eylül 1992 - 12 Aralık 1992
Saygılar Bizden,Durumu,Sona erdi
Taşların Sırrı,Format,Televizyon dizisi
Taşların Sırrı,Tür,Gizem kurgu Fantezi Macera
Taşların Sırrı,Senarist,Kenan Işık H. Burçay Anger
Taşların Sırrı,Yönetmen,Yusuf Kurçenli
Taşların Sırrı,Başrol,Tarık Akan Ayşegül Aldinç Merih Akalın Tuncer Necmioğlu Bilge Zobu Ali Çoban Coşkun Göğen Menderes Samancılar
Taşların Sırrı,Tema müziği bestecisi,Cahit Berkay
Taşların Sırrı,Açılış müziği,Taşların Sırrı Jenerik
Taşların Sırrı,Ülke,Türkiye
Taşların Sırrı,Dili,Türkçe
Taşların Sırrı,Sezon sayısı,1
Taşların Sırrı,Bölüm sayısı,13
Taşların Sırrı,Yapımcı,Şerafettin Gür
Taşların Sırrı,Mekân,İstanbul
Taşların Sırrı,Görüntü yönetmeni,Salih Dikişçi
Taşların Sırrı,Gösterim süresi,35 dakika
Taşların Sırrı,Yapım  şirketi,Star 1
Taşların Sırrı,Kanal,Star TV
Taşların Sırrı,Resim formatı,4:3
Taşların Sırrı,Ses formatı,Stereo
Taşların Sırrı,Yayın tarihi,15 Eylül 1992  ( 1992-09-15 )  -  8 Aralık 1992  ( 1992-12-08 )
Taşların Sırrı,Durumu,Sona erdi
İki Kızkardeş,Format,Televizyon dizisi
İki Kızkardeş,Tür,Dram
İki Kızkardeş,Başrol,Atilla Saral Aydan Şener Gülben Ergen
İki Kızkardeş,Ülke,Türkiye
İki Kızkardeş,Dili,Türkçe
İki Kızkardeş,Sezon sayısı,1
İki Kızkardeş,Bölüm sayısı,16
İki Kızkardeş,Kanal,Show TV
İki Kızkardeş,Resim formatı,576i  ( 16:9 SDTV )
İki Kızkardeş,Ses formatı,Stereo
İki Kızkardeş,Yayın tarihi,2 Şubat 1993 - 18 Mayıs 1993
İki Kızkardeş,Durumu,Sona erdi
Portatif Hüseyin,Format,Televizyon dizisi
Portatif Hüseyin,Tür,Komedi
Portatif Hüseyin,Senarist,Murat Kürüz Nezih Tuncay
Portatif Hüseyin,Yönetmen,Gül Erbil Ümit Volkan
Portatif Hüseyin,Başrol,Nezih Tuncay Orçun Sonat Yasemin Koşat Ali Yalaz Hadi Çaman Halit Akçatepe Gönül Tuncay Ayşegül Uygurer
Portatif Hüseyin,Açılış müziği,Portatif Hüseyin Jenerik
Portatif Hüseyin,Ülke,Türkiye
Portatif Hüseyin,Dili,Türkçe
Portatif Hüseyin,Sezon sayısı,2
Portatif Hüseyin,Bölüm sayısı,66
Portatif Hüseyin,Mekân,İstanbul
Portatif Hüseyin,Görüntü yönetmeni,Bülent Terzioğlu
Portatif Hüseyin,Gösterim süresi,40 dakika
Portatif Hüseyin,Yapım  şirketi,Star 1  (1991-1992)  HBB  (1992-1993)
Portatif Hüseyin,Kanal,Star TV  (1991-1992) HBB  (1992-1993)
Portatif Hüseyin,Resim formatı,576i  ( 4:3 )
Portatif Hüseyin,Ses formatı,Stereo
Portatif Hüseyin,Yayın tarihi,17 Eylül 1991  ( 1991-09-17 )  -  9 Mart 1993  ( 1993-03-09 )
Portatif Hüseyin,Durumu,Sona erdi
Tatlı Betüş,Format,Televizyon dizisi
Tatlı Betüş,Senarist,Aziz Nesin  (Eser) Ümit Ünal Atıf Yılmaz
Tatlı Betüş,Yönetmen,Atıf Yılmaz
Tatlı Betüş,Başrol,Türkân Şoray Alp Buğdaycı Tarık Tarcan Faruk Peker Aydemir Akbaş Altan Akışık Bülent Kayabaş Taner Barlas Cem Davran
Tatlı Betüş,Ülke,Türkiye
Tatlı Betüş,Dili,Türkçe
Tatlı Betüş,Sezon sayısı,1
Tatlı Betüş,Bölüm sayısı,8
Tatlı Betüş,Yapım  şirketi,Delta Film
Tatlı Betüş,Kanal,Show TV
Tatlı Betüş,Resim formatı,Stereo
Tatlı Betüş,Yayın tarihi,3 Nisan 1993 - 29 Mayıs 1993
Tatlı Betüş,Durumu,Sona erdi
Umut Taksi,Format,Televizyon dizisi
Umut Taksi,Tür,Dram
Umut Taksi,Yazar,Yılmaz Erdoğan
Umut Taksi,Senarist,Yılmaz Erdoğan
Umut Taksi,Yönetmen,Yusuf Kurçenli  (8 bölüm)  Avni Kütükoğlu  (44 bölüm)
Umut Taksi,Başrol,Dilaver Uyanık Yılmaz Erdoğan Ferdi Akarnur  Necati Bilgiç Tayfun Çorağan Nüvit Özdoğru Ayla Algan
Umut Taksi,Ülke,Türkiye
Umut Taksi,Dili,Türkçe
Umut Taksi,Sezon sayısı,2
Umut Taksi,Bölüm sayısı,52
Umut Taksi,Yapımcı,Sami Günay Hümmet Lale
Umut Taksi,Mekân,"İstanbul ,  Reşitpaşa, Sarıyer"
Umut Taksi,Gösterim süresi,30 dakika
Umut Taksi,Kanal,TRT 1  (1992-1993)
Umut Taksi,Ses formatı,Stereo
Umut Taksi,Yayın tarihi,8 Nisan 1992 - 27 Ekim 1993
Umut Taksi,Durumu,Sona erdi
155 Polis İmdat,Format,Televizyon dizisi
155 Polis İmdat,Tür,Polisiye Aksiyon Dram Komedi
155 Polis İmdat,Senarist,Necati Er
155 Polis İmdat,Yönetmen,Şahin Gök
155 Polis İmdat,Başrol,Necla Nazır Bülent Bilgiç Murat Soydan Yusuf Sezgin
155 Polis İmdat,Tema müziği bestecisi,Vedat Sakman
155 Polis İmdat,Açılış müziği,155 Polis İmdat Jenerik
155 Polis İmdat,Ülke,Türkiye
155 Polis İmdat,Dili,Türkçe
155 Polis İmdat,Sezon sayısı,2
155 Polis İmdat,Bölüm sayısı,27
155 Polis İmdat,Yapımcı,Nazmi Özer
155 Polis İmdat,Mekân,İstanbul İzmir
155 Polis İmdat,Kamera,Orhan Gök
155 Polis İmdat,Gösterim süresi,45-50 dakika
155 Polis İmdat,Yapım  şirketi,Emek Film
155 Polis İmdat,Kanal,Show TV  (1994)  Kanal D  (1994)
155 Polis İmdat,Resim formatı,480i  ( SDTV )
155 Polis İmdat,Yayın tarihi,10 Ocak 1994 - 14 Ekim 1994
155 Polis İmdat,Durumu,Sona erdi
Artist Palas,Format,Televizyon dizisi
Artist Palas,Tür,Dram Romantik Komedi
Artist Palas,Senarist,Mahinur Ergun
Artist Palas,Yönetmen,Mahinur Ergun
Artist Palas,Başrol,Zuhal Olcay Lale Mansur Burçin Orhon Füsun Demirel Hakan Tanfer
Artist Palas,Tema müziği bestecisi,Can Hakgüder
Artist Palas,Açılış müziği,Artist Palas Jenerik
Artist Palas,Ülke,Türkiye
Artist Palas,Dili,Türkçe
Artist Palas,Sezon sayısı,1
Artist Palas,Bölüm sayısı,12
Artist Palas,Yapımcı,Ali Taygun
Artist Palas,Mekân,İstanbul
Artist Palas,Gösterim süresi,40 dakika
Artist Palas,Yapım  şirketi,Protel
Artist Palas,Kanal,Kanal D
Artist Palas,Resim formatı,480i  ( SDTV )
Artist Palas,Yayın tarihi,20 Mart 1994 - 15 Temmuz 1994
Artist Palas,Durumu,Sona erdi
Aziz Ahmet,Format,Televizyon dizisi
Aziz Ahmet,Başrol,Uğur Yücel Ayşegül Aldinç
Aziz Ahmet,Ülke,Türkiye
Aziz Ahmet,Dili,Türkçe
Aziz Ahmet,Sezon sayısı,1
Aziz Ahmet,Yapım  şirketi,Med Yapım
Aziz Ahmet,Kanal,atv
Aziz Ahmet,Resim formatı,576i  ( 16:9 SDTV )
Aziz Ahmet,Ses formatı,Stereo
Aziz Ahmet,Yayın tarihi,22 Nisan 1994 - 1994
Aziz Ahmet,Durumu,Sona erdi
Bay Kamber,Format,Televizyon dizisi
Bay Kamber,Tür,Komedi Macera Aile
Bay Kamber,Senarist,Oya Yüce
Bay Kamber,Yönetmen,Ünal Küpeli
Bay Kamber,Yaratıcı  yönetmen(ler),Şener Işık
Bay Kamber,Başrol,Kemal Sunal Ebru Şimşek Murat Aydın Bülent Bilgiç Necdet Yakın Emrah Demirci
Bay Kamber,Besteci,Gökhan Kırdar Can Atilla
Bay Kamber,Ülke,Türkiye
Bay Kamber,Dili,Türkçe
Bay Kamber,Sezon sayısı,1
Bay Kamber,Bölüm sayısı,11
Bay Kamber,Yapım  şirketi,Doku Film
Bay Kamber,Kanal,Star TV
Bay Kamber,Ses formatı,Stereo
Bay Kamber,Yayın tarihi,11 Ekim 1994 - 20 Aralık 1994
Bay Kamber,Durumu,Sona erdi
Bir Aşk Uğruna,Format,Televizyon dizisi
Bir Aşk Uğruna,Tür,Dram
Bir Aşk Uğruna,Senarist,Nuran Devres Safa Önal
Bir Aşk Uğruna,Yönetmen,Tunca Yönder
